PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
7220016,SHADY BACK ACRES MHP,Dauphin,Ground water,40,4,2.49921459,9.112838492,Private,20,Urban,3,0,3
7220017,PA AMER WATER CO,Dauphin,Surface water,46000,8,3.035467833,15.86568914,Private,18083,Urban,0,0,0
7220022,LYKENS BORO AUTH,Dauphin,Surface water,3225,6,4.834369159,6.84669498,Local government,1292,Urban,53,1,54
7220024,CRESTVIEW VILLAGE MHP,Dauphin,Ground water,223,3,2.253960562,3.811481305,Private,83,Urban,48,0,48
7220025,HI LAND MHP,Dauphin,Ground water,66,4,2.304222054,0,Private,30,Rural,7,0,7
7220029,PINE MANOR MHP,Dauphin,Ground water,302,4,1.586183389,0,Private,120,Urban,1,0,1
7220034,MILLERSBURG WATER AUTH,Dauphin,Surface water,4248,26,4.308575057,2.90705766,Local government,1994,Urban,0,0,0
7220036,STEELTON BORO WATER AUTH,Dauphin,Surface water,6300,3,7.377818669,58.96179575,Local government,2402,Urban,12,14,26
7220037,WILLIAMSTOWN BORO AUTH,Dauphin,Surface water,2390,4,3.814654239,3.283472328,Local government,887,Urban,9,0,9
7220038,SUEZ MIDDLETOWN,Dauphin,Ground water,9254,20,4.762015219,15.09714672,Local government,2723,Urban,41,0,41
7220040,HALIFAX AREA WATER & SEWER AUT,Dauphin,Ground water,2278,16,1.584023323,2.428613884,Local government,700,Rural,2,2,4
7220045,ROYALTON BORO,Dauphin,Ground water purchased,1083,4,4.751640318,22.47044881,Local government,580,Urban,3,1,4
7220046,PILLOW BORO AUTH,Dauphin,Ground water,312,6,2.054370912,1.625515778,Local government,131,Rural,8,0,8
7220047,LOYALTON WATER ASSN,Dauphin,Ground water,100,5,3.433221416,6.161092748,Private,48,Urban,0,2,2
7220048,SHORT MOUNTAIN VILLAGE MHP,Dauphin,Ground water,53,3,3.848475433,6.298482195,Private,17,Urban,39,0,39
7220049,CAPITAL REGION WATER,Dauphin,Surface water,66540,4,9.739188046,70.501154,Local government,20778,Urban,1,1,2
7220055,LONDONDERRY TWP WATER SYS,Dauphin,Ground water purchased,36,3,3.722088912,15.91357521,Local government,14,Rural,5,0,5
7220057,CHESAPEAKE EST MHP,Dauphin,Ground water,1040,4,4.562551627,2.676838542,Private,350,Urban,93,0,93
7220070,MOUNTAINDALE APARTMENTS,Dauphin,Ground water,50,4,3.01320168,33.60333951,Private,21,Urban,13,0,13
7280005,CHAMBERSBURG BORO WATER SYS,Franklin,Surface water,40000,4,6.380461465,28.95801068,Local government,7439,Urban,7,3,10
7280010,GREEN GROVE TRAILER CT,Franklin,Ground water,75,3,3.32347936,10.7595438,Private,30,Rural,10,0,10
7280014,GREENCASTLE AREA WATER AUTH,Franklin,Surface water,5500,8,2.83732984,10.97351613,Local government,2157,Rural,2,2,4
7280015,STATE LINE MHP,Franklin,Ground water,65,3,4.456070505,10.06472315,Private,38,Urban,19,0,19
7280017,SHANGRI LA MHP,Franklin,Ground water,96,4,3.605621478,10.26852615,Private,46,Urban,3,0,3
7280021,MERCERSBURG MUNI WATER AUTH,Franklin,Surface water,2350,8,2.661789954,1.223472593,Local government,993,Rural,0,0,0
7280025,QUINCY VILLAGE SYSTEM,Franklin,Ground water,450,5,2.497486167,8.283944464,Public/Private,1,Urban,22,0,22
7280026,WASHINGTON TWP MUNI AUTH,Franklin,Ground water,5705,23,3.425057433,7.646755338,Local government,2423,Urban,82,0,82
7280027,WADELS MHP,Franklin,Ground water,97,3,5.554459777,7.932124698,Private,38,Rural,30,0,30
7280032,BORO OF WAYNESBORO,Franklin,Surface water,13200,7,6.443033262,10.9356894,Local government,8004,Urban,12,2,14
7280033,DRY RUN WATER ASSN,Franklin,Ground water,278,8,5.10807765,2.438480468,Local government,74,Rural,27,2,29
7280036,SCOTT WATER CO,Franklin,Ground water,90,4,4.28107256,16.15664258,Private,25,Rural,100,0,100
7280038,GUILFORD WATER AUTH,Franklin,Ground water,26000,34,4.302789674,11.59118725,Local government,11548,Rural,17,3,20
7280040,MONT ALTO MUNICIPAL AUTHORITY,Franklin,Ground water,1867,10,2.652031503,3.721660017,Local government,747,Urban,37,0,37
7280043,BEAR VALLEY JOINT AUTH,Franklin,Surface water,12000,5,4.186388282,10.07164867,Local government,4000,Rural,0,1,1
7280045,FRANKLIN CO GEN AUTH,Franklin,Surface water,4400,3,2.59112489,9.183116065,Local government,160,Rural,2,0,2
7280046,EDENVILLE WATER ASSN INC,Franklin,Ground water,491,7,6.656463967,8.384861438,Private,164,Rural,31,0,31
7280047,VALLEY VIEW MANOR MHP,Franklin,Ground water,130,3,5.134335716,3.847349977,Private,42,Rural,97,0,97
7280053,MOUNT ROCK MANOR,Franklin,Ground water,350,6,5.249054498,9.022717336,Private,139,Rural,8,0,8
7280055,INDIAN LAKE CAMP CORP,Franklin,Ground water,125,3,4.152240117,0.180896091,Private,83,Rural,17,1,18
7280058,LENWOOD PARK,Franklin,Ground water,230,4,5.232669203,8.634405381,Private,93,Rural,27,0,27
7280060,PLEASANT HALL MANOR,Franklin,Ground water,50,4,2.846956273,7.193251409,Private,19,Rural,44,9,53
7280061,SILVER SPRING WATER ASSN,Franklin,Ground water,130,3,3.944017518,4.65200189,Private,46,Rural,5,0,5
7280062,MICHAUX MANOR LIVING CTR,Franklin,Ground water,73,3,2.467674708,6.016920435,Private,1,Rural,3,0,3
7280063,ANTRIM TOWNSHIP MUNICIPAL AUTH,Franklin,Groundwater under influence of surface water,975,4,4.143767656,10.35070027,Local government,351,Urban,12,1,13
7280064,KENSINGTON HGTS SUBDIVISION,Franklin,Ground water,204,3,2.723806291,17.46880945,Private,65,Rural,57,0,57
7280066,HERITAGE HILLS RETIREMENT HOME,Franklin,Ground water,45,3,4.643126679,13.00517199,Public/Private,1,Urban,5,0,5
7280071,SUNNY SPOT APARTMENTS,Franklin,Ground water,27,3,4.587545869,11.55340866,Private,17,Urban,7,0,7
7360001,ADAMSTOWN BOROUGH,Lancaster,Ground water,1800,8,2.378362873,4.243525045,Local government,730,Urban,0,0,0
7360002,RIVER HAVEN MHP,Lancaster,Ground water,95,3,3.231966563,0,Private,37,Rural,14,0,14
7360003,BAINBRIDGE WATER AUTHORITY,Lancaster,Ground water,1200,4,3.788911135,0.849197959,Local government,425,Urban,2,0,2
7360004,LOG CABIN COURT,Lancaster,Ground water,175,3,4.107076663,13.44713729,Private,80,Urban,2,1,3
7360005,BLUE BALL WATER AUTHORITY,Lancaster,Ground water,1946,5,5.382707065,17.72783143,Local government,500,Urban,3,1,4
7360006,BROOKSIDE MOBILEHOME PARK,Lancaster,Ground water,176,4,3.909519498,3.535146501,Private,57,Urban,6,0,6
7360007,CHRISTIANA MUNI WATER AUTH,Lancaster,Groundwater under influence of surface water,1100,9,3.475840348,10.30993326,Local government,425,Urban,28,0,28
7360010,ROLLING HILLS MHP,Lancaster,Ground water,280,4,3.93585683,12.76074302,Private,92,Urban,6,4,10
7360014,CONESTOGA MOBILE HOME PARK,Lancaster,Ground water,65,4,2.472579486,6.725028483,Private,28,Urban,1,0,1
7360015,CONESTOGA HILLS COMMUNITY,Lancaster,Ground water,150,8,2.382212365,7.903473017,Private,73,Rural,12,5,17
7360016,HAWK VALLEY VILLAGE,Lancaster,Ground water,250,4,4.13893599,2.997279181,Private,110,Rural,22,0,22
7360017,DENVER BORO,Lancaster,Surface water,3861,13,4.330682923,9.10612271,Local government,1117,Urban,3,0,3
7360019,DRUMORE MHP,Lancaster,Ground water,40,4,4.460789893,3.409202756,Private,18,Rural,7,3,10
7360020,ACORN ACRES,Lancaster,Ground water,50,4,3.446506883,8.972257958,Public/Private,21,Urban,0,0,0
7360021,SCENIC VIEW,Lancaster,Ground water,45,7,5.739726446,14.91321554,Private,18,Urban,6,0,6
7360023,LAKEVIEW MOBILE HOME PARK,Lancaster,Ground water,275,10,4.085187367,6.778713012,Private,111,Urban,75,0,75
7360024,MAGIC CHEF MHP,Lancaster,Ground water,32,4,4.613703263,7.969724575,Private,19,Rural,8,0,8
7360025,MASONIC HOMES,Lancaster,Ground water,3200,6,1.931525696,6.438736117,Public/Private,70,Urban,2,0,2
7360029,SCHOOLHOUSE APTS,Lancaster,Ground water,38,4,3.705037246,13.1039347,Private,15,Urban,19,1,20
7360031,VICTORIA MANOR EST,Lancaster,Ground water,120,4,3.396771228,7.887617838,Private,56,Urban,2,0,2
7360032,CALAMUS ESTATES,Lancaster,Ground water,140,4,2.657835512,4.919788305,Private,81,Urban,14,0,14
7360038,DUTCH MOBILEHOME PARK,Lancaster,Ground water,45,3,3.069356443,11.1684037,Private,20,Urban,1,0,1
7360039,FAIRMOUNT HOME,Lancaster,Ground water,483,6,2.466161229,6.818412677,Public/Private,40,Rural,0,0,0
7360045,EPHRATA AREA JOINT AUTHORITY,Lancaster,Surface water,17937,12,3.999833379,7.254879644,Local government,8200,Urban,19,1,20
7360047,WELSH MOUNTAIN HOME,Lancaster,Ground water,53,3,4.714408401,4.374976621,Private,1,Rural,2,2,4
7360048,GLENWOOD MOBILEHOME PARK,Lancaster,Ground water,40,3,3.99428304,0,Private,18,Rural,0,0,0
7360050,STONEYHILL MHP,Lancaster,Ground water,160,6,3.828583525,13.55638612,Private,76,Urban,0,0,0
7360051,TIMBER VILLA,Lancaster,Ground water,140,4,1.541590105,0,Private,70,Urban,9,3,12
7360052,CRESTWOOD COMMUNITY,Lancaster,Ground water,470,4,4.16234835,8.875438104,Private,137,Urban,5,0,5
7360053,WATSON RUN,Lancaster,Ground water,150,4,3.568386178,1.843739289,Private,79,Urban,2,0,2
7360054,COUNTRYSIDE ESTATES MHP,Lancaster,Ground water,30,3,3.485386193,1.171249152,Private,23,Rural,3,0,3
7360055,TRIPLE J MHP,Lancaster,Ground water,200,7,4.23193759,6.899120745,Private,90,Urban,6,1,7
7360056,PENNY FARM MHP,Lancaster,Ground water,51,6,4.593720536,2.355845738,Private,20,Rural,2,1,3
7360057,HOLTWOOD MOBILE HOME PARK,Lancaster,Ground water,196,7,3.126799881,1.533900113,Private,56,Rural,2,0,2
7360058,CITY OF LANCASTER,Lancaster,Surface water,120000,6,5.920139825,34.67161076,Local government,45052,Urban,1,1,2
7360061,SUNNY CREST HOME,Lancaster,Ground water,71,3,3.176590977,3.314186495,Private,1,Rural,8,0,8
7360063,EAST HEMPFIELD WATER AUTH,Lancaster,Ground water,20220,26,2.206508754,10.81057795,Local government,6550,Urban,0,0,0
7360064,HERR MOBILEHOME PARK,Lancaster,Ground water,48,3,3.949154157,12.06497226,Private,29,Urban,0,0,0
7360068,NOLTS RED MAPLE MHP,Lancaster,Ground water,51,3,4.737665672,10.36694375,Private,27,Rural,2,0,2
7360069,PENN VALLEY VILLAGE,Lancaster,Groundwater under influence of surface water,225,4,1.253237916,12.6647069,Private,85,Urban,4,0,4
7360072,PLATEAU VILLAGE MHP,Lancaster,Ground water,125,6,1.673636049,8.850816578,Private,78,Urban,1,0,1
7360074,IRVIN MANHEIM MHP,Lancaster,Ground water,77,3,3.686081558,10.14702978,Private,37,Urban,1,0,1
7360075,HILLTOP ACRES MHP,Lancaster,Ground water,98,5,3.644174522,3.112324675,Private,43,Urban,56,0,56
7360077,MT HOPE NAZARENE RET COMM,Lancaster,Ground water,141,3,2.06804099,9.763194922,Private,4,Rural,1,0,1
7360078,MANHEIM AREA WATER & SEWER AUT,Lancaster,Groundwater under influence of surface water,6000,4,6.253978474,8.363392804,Local government,2450,Urban,4,3,7
7360079,RIDGEWOOD MANOR MHP,Lancaster,Ground water,260,5,2.611329208,4.517918491,Private,132,Urban,58,0,58
7360080,VILLAGE OF RIVERMOOR,Lancaster,Ground water,260,4,2.129098416,11.0550851,Private,130,Urban,24,1,25
7360083,EAST DONEGAL TOWNSHIP,Lancaster,Ground water,3795,6,0.991658029,0.241690005,Local government,1375,Urban,30,0,30
7360090,LANCASTER EST,Lancaster,Ground water,304,5,2.662738224,10.07894693,Private,152,Urban,2,0,2
7360091,MT JOY BORO AUTH,Lancaster,Groundwater under influence of surface water,14150,6,3.238205454,14.26807523,Local government,5686,Urban,27,0,27
7360092,PINEHURST MANOR,Lancaster,Ground water,47,4,2.862699428,2.615005395,Private,25,Urban,3,2,5
7360094,ZERBE SISTERS,Lancaster,Ground water,210,4,2.952976778,4.587896504,Public/Private,59,Rural,2,0,2
7360098,GROFFDALE MOBILEHOME PARK,Lancaster,Ground water,98,3,4.399877308,12.31911435,Private,56,Urban,0,0,0
7360099,NEW HOLLAND BOROUGH,Lancaster,Ground water,5500,14,2.685666794,16.96722133,Local government,1692,Urban,0,0,0
7360100,WOODLAND EST MOBILE HOMES,Lancaster,Ground water,72,3,2.654613178,0,Private,17,Rural,6,1,7
7360101,BEAVER VALLEY MHP,Lancaster,Groundwater under influence of surface water,50,4,5.17297406,5.675274823,Private,21,Urban,2,0,2
7360103,SOUTHLAND HILLS MOBILE HOMES,Lancaster,Ground water,96,4,4.883367948,3.756150604,Private,41,Rural,4,0,4
7360104,LITTLE BRITAIN MHP,Lancaster,Ground water,80,3,2.05341782,0,Private,34,Rural,8,3,11
7360108,JUBILEE MHP,Lancaster,Ground water,30,3,2.384988176,0,Private,20,Rural,9,0,9
7360109,TAMARACK & SPREAD EAGLE MHP,Lancaster,Ground water,300,8,5.737595632,2.948499373,Private,98,Urban,5,0,5
7360110,EDEN GLEN VILLAGE,Lancaster,Ground water,76,5,2.886465898,6.586193504,Private,37,Urban,6,4,10
7360112,QUARRYVILLE BORO,Lancaster,Surface water purchased,3150,7,4.423506259,8.175290918,Local government,1008,Urban,8,1,9
7360113,EAST COCALICO TOWNSHIP,Lancaster,Ground water,6735,38,3.236918564,8.208606813,Local government,2245,Urban,37,0,37
7360114,LOCUSTWOOD MOBILEHOME PARK,Lancaster,Ground water,81,6,2.763900795,9.241397223,Private,43,Urban,15,0,15
7360116,WARWICK TWP LITITZ SYS,Lancaster,Purchased ground water under influence of surface water source,8561,15,2.681169469,7.81604634,Local government,10,Urban,2,0,2
7360117,OAKRIDGE PARK,Lancaster,Ground water,75,3,2.634299081,5.74722494,Private,35,Urban,21,0,21
7360118,STRASBURG MUNI WATER AUTH,Lancaster,Ground water,3100,14,2.02557594,5.925433009,Local government,1062,Urban,53,2,55
7360119,TERRE HILL BOROUGH,Lancaster,Ground water,1295,12,5.326335369,9.885873684,Local government,584,Urban,4,0,4
7360120,WARWICK TWP ROTHSVILLE SYSTEM,Lancaster,Ground water,2846,4,3.738488691,5.416217244,Local government,992,Urban,0,0,0
7360121,SMITHVILLE MHP,Lancaster,Ground water,166,6,5.239933566,2.299701351,Private,80,Urban,3,0,3
7360123,COLUMBIA WATER CO,Lancaster,Surface water,25001,15,3.364499642,15.184007,Private,8009,Urban,19,2,21
7360124,ELIZABETHTOWN AREA WATER,Lancaster,Surface water,18900,26,3.975745311,8.588970108,Local government,5000,Urban,5,0,5
7360126,LITITZ BORO,Lancaster,Groundwater under influence of surface water,9397,10,3.293779406,7.136956434,Local government,4201,Urban,0,0,0
7360127,MILLERSVILLE UNIV,Lancaster,Ground water,7950,5,5.200042229,11.94186368,Private,1,Urban,104,1,105
7360128,AKRON BOROUGH,Lancaster,Ground water,4200,10,4.642149253,7.92385108,Local government,1775,Urban,2,0,2
7360132,WESTERN HEIGHTS,Lancaster,Ground water,330,7,3.397163679,12.44732952,Local government,105,Rural,0,0,0
7360135,EAST PETERSBURG BOROUGH,Lancaster,Surface water purchased,6215,10,6.572561833,18.54192027,Local government,1729,Urban,5,0,5
7360138,PEQUEA WATER COOP ASSN,Lancaster,Ground water,85,3,3.118855646,6.999732386,Private,50,Rural,7,0,7
7360140,UPPER LEACOCK TOWNSHIP,Lancaster,Surface water purchased,7734,13,5.064069559,13.03285864,Local government,2234,Urban,0,0,0
7360141,WEST COCALICO TWP WATER AUTH,Lancaster,Ground water,2430,9,1.020086361,8.948427563,Local government,972,Urban,4,0,4
7360143,WEST EARL WATER AUTHORITY,Lancaster,Surface water purchased,4327,10,2.827563201,11.22541091,Local government,1431,Urban,4,0,4
7360155,VALLEY VIEW MHP MORGANTOWN,Lancaster,Ground water,60,3,3.419378661,1.644253564,Private,20,Rural,8,0,8
7360156,MOUNTAINTOP MOBILEHOME PARK,Lancaster,Ground water,115,4,3.946900044,0,Private,37,Rural,30,8,38
7360157,HEMLOCK ACRES COURT,Lancaster,Ground water,125,5,1.671723953,10.53132799,Private,59,Rural,25,0,25
7360158,PINEVIEW ACRES,Lancaster,Ground water,30,4,1.600027746,11.63359185,Private,15,Urban,74,1,75
7360161,GREEN ACRES,Lancaster,Ground water,93,3,4.048029118,9.575725091,Private,45,Urban,0,0,0
7360164,NORTHWESTERN LANCASTER CO AUTH,Lancaster,Surface water purchased,2770,8,2.317831545,12.16126964,Local government,149,Urban,2,0,2
7360166,HERITAGE EST MOBILE HOMES,Lancaster,Ground water,330,5,4.804094833,5.077699899,Private,103,Urban,22,0,22
7360167,QUARRYVILLE PRESBY RET COMM,Lancaster,Ground water,750,9,4.311479428,9.816199888,Public/Private,1,Urban,1,0,1
7360170,COCALICO MANOR MHP,Lancaster,Ground water,92,6,3.615576314,9.079183437,Private,40,Urban,4,0,4
7360172,MILLBROOKE EST,Lancaster,Ground water,98,5,2.81839701,3.743020819,Private,50,Urban,21,0,21
7360176,CHRISTS HOME FOR CHILDREN,Lancaster,Ground water,31,3,3.4018898,3.220368248,Private,2,Urban,10,2,12
7360178,BRERETON MANOR RETIREMENT HOME,Lancaster,Ground water,30,3,2.786187642,7.40155357,Private,1,Rural,13,0,13
7360182,RIDGE ON THE COMMONS,Lancaster,Ground water,30,3,5.207360577,6.043876346,Private,30,Rural,8,0,8
7360183,HOUSTON RUN COMMUNITY,Lancaster,Ground water,50,5,4.125639698,6.256228235,Private,3,Rural,23,0,23
7380001,COUNTRYSIDE CHRISTIAN COMM,Lebanon,Ground water,100,5,2.449774162,5.140619421,Public/Private,25,Rural,1,0,1
7380002,HILL FARM ESTATE,Lebanon,Ground water,55,3,2.735403954,6.2237975,Private,2,Rural,5,0,5
7380004,N ANNVILLE MHP,Lebanon,Ground water,72,3,2.104858106,1.776497823,Private,37,Rural,25,0,25
7380005,PALM CITY PARK,Lebanon,Ground water,490,6,1.61677242,5.580301922,Private,226,Urban,82,1,83
7380007,CORNWALL BORO MUNI AUTH,Lebanon,Surface water purchased,3051,4,1.253413928,6.596137663,Local government,1112,Urban,5,0,5
7380008,LOCUST GROVE MHP,Lebanon,Ground water,49,3,3.994650617,3.619697923,Private,23,Rural,31,0,31
7380009,MONROE VALLEY MHP,Lebanon,Ground water,97,5,3.264438082,18.86155549,Private,44,Rural,22,0,22
7380010,LEBANON WATER AUTH,Lebanon,Surface water,57000,4,5.389394949,20.4438989,Local government,19324,Urban,2,0,2
7380012,BIG BOULDER MHP,Lebanon,Ground water,40,3,4.807103824,6.671092637,Private,17,Rural,29,0,29
7380014,SUNRISE TRAILER CT,Lebanon,Ground water,200,4,7.358253675,0,Private,69,Rural,16,0,16
7380016,LEBANON VALLEY MHC,Lebanon,Ground water,160,4,7.311425998,0,Private,70,Rural,5,0,5
7380018,GREEN ACRES PARK,Lebanon,Ground water,280,6,4.225651315,0,Private,89,Urban,10,0,10
7380019,LAKESIDE MHP,Lebanon,Ground water,40,4,6.059578076,30.18179516,Private,19,Urban,22,0,22
7380022,TIMBER SERVICE CORP,Lebanon,Ground water,50,3,2.15497313,7.115101718,Private,17,Rural,1,0,1
7380023,MT GRETNA CAMP MEETING ASSN,Lebanon,Ground water,375,6,2.920559588,9.613619681,Private,242,Rural,7,1,8
7380024,MT GRETNA AUTH,Lebanon,Ground water,485,11,2.665933127,9.199351123,Local government,211,Rural,2,0,2
7380025,MYERSTOWN WATER AUTH,Lebanon,Groundwater under influence of surface water,9500,8,3.507334129,6.387869454,Local government,2545,Urban,17,0,17
7380026,COUNTRY ACRES MHP,Lebanon,Ground water,400,6,3.097846077,0,Private,136,Urban,11,0,11
7380027,TWIN MAPLES MHP,Lebanon,Ground water,280,7,2.583757557,0,Private,96,Urban,33,0,33
7380028,NEWMANSTOWN WATER AUTH,Lebanon,Ground water,2335,11,5.337128848,4.271785466,Local government,912,Urban,15,0,15
7380029,UPPER LAWN MHP,Lebanon,Ground water,345,8,1.596178826,4.116659516,Private,115,Rural,3,0,3
7380031,QUENTIN WATER CO,Lebanon,Ground water,700,6,2.60437291,13.11911087,Private,270,Urban,9,1,10
7380032,RICHLAND BORO WATER SUPPLY,Lebanon,Ground water,1700,10,5.519896905,2.413224116,Local government,557,Urban,2,0,2
7380033,HEIDELBERG TWP MUNI AUTH,Lebanon,Ground water,990,4,4.055245964,5.647152903,Local government,505,Rural,33,0,33
7380034,RIDGEVIEW MHP & APTS,Lebanon,Ground water,30,6,2.875481525,3.654872409,Private,2,Urban,27,0,27
7380035,FREDERICKSBURG WATER AUTH,Lebanon,Surface water purchased,1200,12,6.710828801,6.188597882,Local government,522,Rural,18,0,18
7380039,MT GRETNA HEIGHTS WATER SYS,Lebanon,Ground water,125,6,3.013443818,10.00030936,Private,70,Rural,5,0,5
7380040,WEST LEBANON TWP WATER SUPPLY,Lebanon,Ground water,780,8,6.268982986,45.81918749,Local government,308,Urban,4,0,4
7380044,FORT INDIANTOWN GAP,Lebanon,Surface water purchased,2500,4,2.962872663,4.649854497,State government,425,Rural,0,0,0
7380045,GRETNA SPRINGS,Lebanon,Ground water,405,5,2.532020141,11.17711349,Private,250,Rural,2,0,2
7380051,O YES APTS,Lebanon,Ground water,35,3,3.179562372,3.9903142,Private,5,Rural,13,2,15
7500003,PARADISE MHP,Perry,Ground water,548,9,4.06238642,7.015262964,Private,213,Rural,6,2,8
7500006,CREEKVIEW FARMS MHP,Perry,Ground water,450,9,3.71213247,6.980289105,Private,220,Rural,4,0,4
7500009,VILLAGE SQUARE CONDIMINIUMS,Perry,Ground water,48,3,3.796395638,6.395038271,Private,24,Rural,1,0,1
7500010,ORCHARD HILLS MHP,Perry,Ground water,303,8,3.751147441,7.112051939,Private,176,Rural,2,1,3
7500012,BLOOMFIELD BORO WATER AUTH,Perry,Ground water,1170,10,2.160440046,4.663437917,Local government,452,Rural,7,0,7
7500013,COUNTRY VIEW VILLAGE LP,Perry,Ground water,50,4,2.353330146,5.425794335,Private,18,Rural,2,0,2
7500014,LIVERPOOL MUNI AUTH,Perry,Ground water,934,12,2.798015145,0.790756027,Local government,325,Rural,49,0,49
7500015,SUNSHINE HILLS WATER CO,Perry,Ground water,248,4,2.984032332,2.3601866,Private,86,Rural,55,0,55
7500016,PETERSBURG COMMONS WATER SYSTE,Perry,Ground water purchased,100,3,2.871184565,2.179015911,Local government,40,Rural,1,0,1
7500017,SHERMANS VALLEY APTS PERLO III,Perry,Ground water,45,3,2.85670567,4.640153519,Public/Private,21,Rural,8,0,8
7500018,BLAIN WATER CO,Perry,Ground water,321,6,2.985300355,6.017514505,Local government,117,Rural,14,0,14
