PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Minority,Percent_Below_Poverty_Line,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
7220047,LOYALTON WATER ASSN,Dauphin,Ground water,100,5,31.6,13.6,Private,48,Urban,0,2,2
7220048,SHORT MOUNTAIN VILLAGE MHP,Dauphin,Ground water,53,3,31.6,13.6,Private,17,Urban,39,0,39
7220049,CAPITAL REGION WATER,Dauphin,Surface water,66540,4,31.6,13.6,Local government,20778,Urban,1,1,2
7220055,LONDONDERRY TWP WATER SYS,Dauphin,Ground water purchased,36,3,31.6,13.6,Local government,14,Urban,5,0,5
7220057,CHESAPEAKE EST MHP,Dauphin,Ground water,1040,4,31.6,13.6,Private,350,Urban,93,0,93
7220070,MOUNTAINDALE APARTMENTS,Dauphin,Ground water,50,4,31.6,13.6,Private,21,Urban,13,0,13
7280005,CHAMBERSBURG BORO WATER SYS,Franklin,Surface water,40000,4,10.8,11.7,Local government,7439,Urban,7,3,10
7280010,GREEN GROVE TRAILER CT,Franklin,Ground water,75,3,10.8,11.7,Private,30,Urban,10,0,10
7280014,GREENCASTLE AREA WATER AUTH,Franklin,Surface water,5500,8,10.8,11.7,Local government,2157,Urban,2,2,4
7280015,STATE LINE MHP,Franklin,Ground water,65,3,10.8,11.7,Private,38,Urban,19,0,19
7280017,SHANGRI LA MHP,Franklin,Ground water,96,4,10.8,11.7,Private,46,Urban,3,0,3
7280021,MERCERSBURG MUNI WATER AUTH,Franklin,Surface water,2350,8,10.8,11.7,Local government,993,Urban,0,0,0
7280025,QUINCY VILLAGE SYSTEM,Franklin,Ground water,450,5,10.8,11.7,Public/Private,1,Urban,22,0,22
7280026,WASHINGTON TWP MUNI AUTH,Franklin,Ground water,5705,23,10.8,11.7,Local government,2423,Urban,82,0,82
7280027,WADELS MHP,Franklin,Ground water,97,3,10.8,11.7,Private,38,Urban,30,0,30
7280032,BORO OF WAYNESBORO,Franklin,Surface water,13200,7,10.8,11.7,Local government,8004,Urban,12,2,14
7280033,DRY RUN WATER ASSN,Franklin,Ground water,278,8,10.8,11.7,Local government,74,Urban,27,2,29
7280036,SCOTT WATER CO,Franklin,Ground water,90,4,10.8,11.7,Private,25,Urban,100,0,100
7280038,GUILFORD WATER AUTH,Franklin,Ground water,26000,34,10.8,11.7,Local government,11548,Urban,17,3,20
7280040,MONT ALTO MUNICIPAL AUTHORITY,Franklin,Ground water,1867,10,10.8,11.7,Local government,747,Urban,37,0,37
7280043,BEAR VALLEY JOINT AUTH,Franklin,Surface water,12000,5,10.8,11.7,Local government,4000,Urban,0,1,1
7280045,FRANKLIN CO GEN AUTH,Franklin,Surface water,4400,3,10.8,11.7,Local government,160,Urban,2,0,2
7280046,EDENVILLE WATER ASSN INC,Franklin,Ground water,491,7,10.8,11.7,Private,164,Urban,31,0,31
7280047,VALLEY VIEW MANOR MHP,Franklin,Ground water,130,3,10.8,11.7,Private,42,Urban,97,0,97
7280053,MOUNT ROCK MANOR,Franklin,Ground water,350,6,10.8,11.7,Private,139,Urban,8,0,8
7280055,INDIAN LAKE CAMP CORP,Franklin,Ground water,125,3,10.8,11.7,Private,83,Urban,17,1,18
7280058,LENWOOD PARK,Franklin,Ground water,230,4,10.8,11.7,Private,93,Urban,27,0,27
7280060,PLEASANT HALL MANOR,Franklin,Ground water,50,4,10.8,11.7,Private,19,Urban,44,9,53
7280061,SILVER SPRING WATER ASSN,Franklin,Ground water,130,3,10.8,11.7,Private,46,Urban,5,0,5
7280062,MICHAUX MANOR LIVING CTR,Franklin,Ground water,73,3,10.8,11.7,Private,1,Urban,3,0,3
7280063,ANTRIM TOWNSHIP MUNICIPAL AUTH,Franklin,Groundwater under influence of surface water,975,4,10.8,11.7,Local government,351,Urban,12,1,13
7280064,KENSINGTON HGTS SUBDIVISION,Franklin,Ground water,204,3,10.8,11.7,Private,65,Urban,57,0,57
7280066,HERITAGE HILLS RETIREMENT HOME,Franklin,Ground water,45,3,10.8,11.7,Public/Private,1,Urban,5,0,5
7280071,SUNNY SPOT APARTMENTS,Franklin,Ground water,27,3,10.8,11.7,Private,17,Urban,7,0,7
7360001,ADAMSTOWN BOROUGH,Lancaster,Ground water,1800,8,16.6,10.7,Local government,730,Urban,0,0,0
7360002,RIVER HAVEN MHP,Lancaster,Ground water,95,3,16.6,10.7,Private,37,Urban,14,0,14
7360003,BAINBRIDGE WATER AUTHORITY,Lancaster,Ground water,1200,4,16.6,10.7,Local government,425,Urban,2,0,2
7360004,LOG CABIN COURT,Lancaster,Ground water,175,3,16.6,10.7,Private,80,Urban,2,1,3
7360005,BLUE BALL WATER AUTHORITY,Lancaster,Ground water,1946,5,16.6,10.7,Local government,500,Urban,3,1,4
7360006,BROOKSIDE MOBILEHOME PARK,Lancaster,Ground water,176,4,16.6,10.7,Private,57,Urban,6,0,6
7360007,CHRISTIANA MUNI WATER AUTH,Lancaster,Groundwater under influence of surface water,1100,9,16.6,10.7,Local government,425,Urban,28,0,28
7360010,ROLLING HILLS MHP,Lancaster,Ground water,280,4,16.6,10.7,Private,92,Urban,6,4,10
7360014,CONESTOGA MOBILE HOME PARK,Lancaster,Ground water,65,4,16.6,10.7,Private,28,Urban,1,0,1
7360015,CONESTOGA HILLS COMMUNITY,Lancaster,Ground water,150,8,16.6,10.7,Private,73,Urban,12,5,17
7360016,HAWK VALLEY VILLAGE,Lancaster,Ground water,250,4,16.6,10.7,Private,110,Urban,22,0,22
7360017,DENVER BORO,Lancaster,Surface water,3861,13,16.6,10.7,Local government,1117,Urban,3,0,3
7360019,DRUMORE MHP,Lancaster,Ground water,40,4,16.6,10.7,Private,18,Urban,7,3,10
7360020,ACORN ACRES,Lancaster,Ground water,50,4,16.6,10.7,Public/Private,21,Urban,0,0,0
7360021,SCENIC VIEW,Lancaster,Ground water,45,7,16.6,10.7,Private,18,Urban,6,0,6
7360023,LAKEVIEW MOBILE HOME PARK,Lancaster,Ground water,275,10,16.6,10.7,Private,111,Urban,75,0,75
7360024,MAGIC CHEF MHP,Lancaster,Ground water,32,4,16.6,10.7,Private,19,Urban,8,0,8
7360025,MASONIC HOMES,Lancaster,Ground water,3200,6,16.6,10.7,Public/Private,70,Urban,2,0,2
7360029,SCHOOLHOUSE APTS,Lancaster,Ground water,38,4,16.6,10.7,Private,15,Urban,19,1,20
7360031,VICTORIA MANOR EST,Lancaster,Ground water,120,4,16.6,10.7,Private,56,Urban,2,0,2
7360032,CALAMUS ESTATES,Lancaster,Ground water,140,4,16.6,10.7,Private,81,Urban,14,0,14
7360038,DUTCH MOBILEHOME PARK,Lancaster,Ground water,45,3,16.6,10.7,Private,20,Urban,1,0,1
7360039,FAIRMOUNT HOME,Lancaster,Ground water,483,6,16.6,10.7,Public/Private,40,Urban,0,0,0
7360045,EPHRATA AREA JOINT AUTHORITY,Lancaster,Surface water,17937,12,16.6,10.7,Local government,8200,Urban,19,1,20
7360047,WELSH MOUNTAIN HOME,Lancaster,Ground water,53,3,16.6,10.7,Private,1,Urban,2,2,4
7360048,GLENWOOD MOBILEHOME PARK,Lancaster,Ground water,40,3,16.6,10.7,Private,18,Urban,0,0,0
7360050,STONEYHILL MHP,Lancaster,Ground water,160,6,16.6,10.7,Private,76,Urban,0,0,0
7360051,TIMBER VILLA,Lancaster,Ground water,140,4,16.6,10.7,Private,70,Urban,9,3,12
7360052,CRESTWOOD COMMUNITY,Lancaster,Ground water,470,4,16.6,10.7,Private,137,Urban,5,0,5
7360053,WATSON RUN,Lancaster,Ground water,150,4,16.6,10.7,Private,79,Urban,2,0,2
7360054,COUNTRYSIDE ESTATES MHP,Lancaster,Ground water,30,3,16.6,10.7,Private,23,Urban,3,0,3
7360055,TRIPLE J MHP,Lancaster,Ground water,200,7,16.6,10.7,Private,90,Urban,6,1,7
7360056,PENNY FARM MHP,Lancaster,Ground water,51,6,16.6,10.7,Private,20,Urban,2,1,3
7360057,HOLTWOOD MOBILE HOME PARK,Lancaster,Ground water,196,7,16.6,10.7,Private,56,Urban,2,0,2
7360058,CITY OF LANCASTER,Lancaster,Surface water,120000,6,16.6,10.7,Local government,45052,Urban,1,1,2
7360061,SUNNY CREST HOME,Lancaster,Ground water,71,3,16.6,10.7,Private,1,Urban,8,0,8
7360063,EAST HEMPFIELD WATER AUTH,Lancaster,Ground water,20220,26,16.6,10.7,Local government,6550,Urban,0,0,0
7360064,HERR MOBILEHOME PARK,Lancaster,Ground water,48,3,16.6,10.7,Private,29,Urban,0,0,0
7360068,NOLTS RED MAPLE MHP,Lancaster,Ground water,51,3,16.6,10.7,Private,27,Urban,2,0,2
7360069,PENN VALLEY VILLAGE,Lancaster,Groundwater under influence of surface water,225,4,16.6,10.7,Private,85,Urban,4,0,4
7360072,PLATEAU VILLAGE MHP,Lancaster,Ground water,125,6,16.6,10.7,Private,78,Urban,1,0,1
7360074,IRVIN MANHEIM MHP,Lancaster,Ground water,77,3,16.6,10.7,Private,37,Urban,1,0,1
7360075,HILLTOP ACRES MHP,Lancaster,Ground water,98,5,16.6,10.7,Private,43,Urban,56,0,56
7360077,MT HOPE NAZARENE RET COMM,Lancaster,Ground water,141,3,16.6,10.7,Private,4,Urban,1,0,1
7360078,MANHEIM AREA WATER & SEWER AUT,Lancaster,Groundwater under influence of surface water,6000,4,16.6,10.7,Local government,2450,Urban,4,3,7
7360079,RIDGEWOOD MANOR MHP,Lancaster,Ground water,260,5,16.6,10.7,Private,132,Urban,58,0,58
7360080,VILLAGE OF RIVERMOOR,Lancaster,Ground water,260,4,16.6,10.7,Private,130,Urban,24,1,25
7360083,EAST DONEGAL TOWNSHIP,Lancaster,Ground water,3795,6,16.6,10.7,Local government,1375,Urban,30,0,30
7360090,LANCASTER EST,Lancaster,Ground water,304,5,16.6,10.7,Private,152,Urban,2,0,2
7360091,MT JOY BORO AUTH,Lancaster,Groundwater under influence of surface water,14150,6,16.6,10.7,Local government,5686,Urban,27,0,27
7360092,PINEHURST MANOR,Lancaster,Ground water,47,4,16.6,10.7,Private,25,Urban,3,2,5
7360094,ZERBE SISTERS,Lancaster,Ground water,210,4,16.6,10.7,Public/Private,59,Urban,2,0,2
7360098,GROFFDALE MOBILEHOME PARK,Lancaster,Ground water,98,3,16.6,10.7,Private,56,Urban,0,0,0
7360099,NEW HOLLAND BOROUGH,Lancaster,Ground water,5500,14,16.6,10.7,Local government,1692,Urban,0,0,0
7360100,WOODLAND EST MOBILE HOMES,Lancaster,Ground water,72,3,16.6,10.7,Private,17,Urban,6,1,7
7360101,BEAVER VALLEY MHP,Lancaster,Groundwater under influence of surface water,50,4,16.6,10.7,Private,21,Urban,2,0,2
7360103,SOUTHLAND HILLS MOBILE HOMES,Lancaster,Ground water,96,4,16.6,10.7,Private,41,Urban,4,0,4
7360104,LITTLE BRITAIN MHP,Lancaster,Ground water,80,3,16.6,10.7,Private,34,Urban,8,3,11
7360108,JUBILEE MHP,Lancaster,Ground water,30,3,16.6,10.7,Private,20,Urban,9,0,9
7360109,TAMARACK & SPREAD EAGLE MHP,Lancaster,Ground water,300,8,16.6,10.7,Private,98,Urban,5,0,5
7360110,EDEN GLEN VILLAGE,Lancaster,Ground water,76,5,16.6,10.7,Private,37,Urban,6,4,10
7360112,QUARRYVILLE BORO,Lancaster,Surface water purchased,3150,7,16.6,10.7,Local government,1008,Urban,8,1,9
7360113,EAST COCALICO TOWNSHIP,Lancaster,Ground water,6735,38,16.6,10.7,Local government,2245,Urban,37,0,37
7360114,LOCUSTWOOD MOBILEHOME PARK,Lancaster,Ground water,81,6,16.6,10.7,Private,43,Urban,15,0,15
7360116,WARWICK TWP LITITZ SYS,Lancaster,Purchased ground water under influence of surface water source,8561,15,16.6,10.7,Local government,10,Urban,2,0,2
7360117,OAKRIDGE PARK,Lancaster,Ground water,75,3,16.6,10.7,Private,35,Urban,21,0,21
7360118,STRASBURG MUNI WATER AUTH,Lancaster,Ground water,3100,14,16.6,10.7,Local government,1062,Urban,53,2,55
7360119,TERRE HILL BOROUGH,Lancaster,Ground water,1295,12,16.6,10.7,Local government,584,Urban,4,0,4
7360120,WARWICK TWP ROTHSVILLE SYSTEM,Lancaster,Ground water,2846,4,16.6,10.7,Local government,992,Urban,0,0,0
7360121,SMITHVILLE MHP,Lancaster,Ground water,166,6,16.6,10.7,Private,80,Urban,3,0,3
7360123,COLUMBIA WATER CO,Lancaster,Surface water,25001,15,16.6,10.7,Private,8009,Urban,19,2,21
7360124,ELIZABETHTOWN AREA WATER,Lancaster,Surface water,18900,26,16.6,10.7,Local government,5000,Urban,5,0,5
7360126,LITITZ BORO,Lancaster,Groundwater under influence of surface water,9397,10,16.6,10.7,Local government,4201,Urban,0,0,0
7360127,MILLERSVILLE UNIV,Lancaster,Ground water,7950,5,16.6,10.7,Private,1,Urban,104,1,105
7360128,AKRON BOROUGH,Lancaster,Ground water,4200,10,16.6,10.7,Local government,1775,Urban,2,0,2
7360132,WESTERN HEIGHTS,Lancaster,Ground water,330,7,16.6,10.7,Local government,105,Urban,0,0,0
7360135,EAST PETERSBURG BOROUGH,Lancaster,Surface water purchased,6215,10,16.6,10.7,Local government,1729,Urban,5,0,5
7360138,PEQUEA WATER COOP ASSN,Lancaster,Ground water,85,3,16.6,10.7,Private,50,Urban,7,0,7
7360140,UPPER LEACOCK TOWNSHIP,Lancaster,Surface water purchased,7734,13,16.6,10.7,Local government,2234,Urban,0,0,0
7360141,WEST COCALICO TWP WATER AUTH,Lancaster,Ground water,2430,9,16.6,10.7,Local government,972,Urban,4,0,4
7360143,WEST EARL WATER AUTHORITY,Lancaster,Surface water purchased,4327,10,16.6,10.7,Local government,1431,Urban,4,0,4
7360155,VALLEY VIEW MHP MORGANTOWN,Lancaster,Ground water,60,3,16.6,10.7,Private,20,Urban,8,0,8
7360156,MOUNTAINTOP MOBILEHOME PARK,Lancaster,Ground water,115,4,16.6,10.7,Private,37,Urban,30,8,38
7360157,HEMLOCK ACRES COURT,Lancaster,Ground water,125,5,16.6,10.7,Private,59,Urban,25,0,25
7360158,PINEVIEW ACRES,Lancaster,Ground water,30,4,16.6,10.7,Private,15,Urban,74,1,75
7360161,GREEN ACRES,Lancaster,Ground water,93,3,16.6,10.7,Private,45,Urban,0,0,0
7360164,NORTHWESTERN LANCASTER CO AUTH,Lancaster,Surface water purchased,2770,8,16.6,10.7,Local government,149,Urban,2,0,2
7360166,HERITAGE EST MOBILE HOMES,Lancaster,Ground water,330,5,16.6,10.7,Private,103,Urban,22,0,22
7360167,QUARRYVILLE PRESBY RET COMM,Lancaster,Ground water,750,9,16.6,10.7,Public/Private,1,Urban,1,0,1
7360170,COCALICO MANOR MHP,Lancaster,Ground water,92,6,16.6,10.7,Private,40,Urban,4,0,4
7360172,MILLBROOKE EST,Lancaster,Ground water,98,5,16.6,10.7,Private,50,Urban,21,0,21
7360176,CHRISTS HOME FOR CHILDREN,Lancaster,Ground water,31,3,16.6,10.7,Private,2,Urban,10,2,12
7360178,BRERETON MANOR RETIREMENT HOME,Lancaster,Ground water,30,3,16.6,10.7,Private,1,Urban,13,0,13
7360182,RIDGE ON THE COMMONS,Lancaster,Ground water,30,3,16.6,10.7,Private,30,Urban,8,0,8
7360183,HOUSTON RUN COMMUNITY,Lancaster,Ground water,50,5,16.6,10.7,Private,3,Urban,23,0,23
7380001,COUNTRYSIDE CHRISTIAN COMM,Lebanon,Ground water,100,5,15.3,11.3,Public/Private,25,Urban,1,0,1
7380002,HILL FARM ESTATE,Lebanon,Ground water,55,3,15.3,11.3,Private,2,Urban,5,0,5
7380004,N ANNVILLE MHP,Lebanon,Ground water,72,3,15.3,11.3,Private,37,Urban,25,0,25
7380005,PALM CITY PARK,Lebanon,Ground water,490,6,15.3,11.3,Private,226,Urban,82,1,83
7380007,CORNWALL BORO MUNI AUTH,Lebanon,Surface water purchased,3051,4,15.3,11.3,Local government,1112,Urban,5,0,5
7380008,LOCUST GROVE MHP,Lebanon,Ground water,49,3,15.3,11.3,Private,23,Urban,31,0,31
7380009,MONROE VALLEY MHP,Lebanon,Ground water,97,5,15.3,11.3,Private,44,Urban,22,0,22
7380010,LEBANON WATER AUTH,Lebanon,Surface water,57000,4,15.3,11.3,Local government,19324,Urban,2,0,2
7380012,BIG BOULDER MHP,Lebanon,Ground water,40,3,15.3,11.3,Private,17,Urban,29,0,29
7380014,SUNRISE TRAILER CT,Lebanon,Ground water,200,4,15.3,11.3,Private,69,Urban,16,0,16
7380016,LEBANON VALLEY MHC,Lebanon,Ground water,160,4,15.3,11.3,Private,70,Urban,5,0,5
7380018,GREEN ACRES PARK,Lebanon,Ground water,280,6,15.3,11.3,Private,89,Urban,10,0,10
7380019,LAKESIDE MHP,Lebanon,Ground water,40,4,15.3,11.3,Private,19,Urban,22,0,22
7380022,TIMBER SERVICE CORP,Lebanon,Ground water,50,3,15.3,11.3,Private,17,Urban,1,0,1
7380023,MT GRETNA CAMP MEETING ASSN,Lebanon,Ground water,375,6,15.3,11.3,Private,242,Urban,7,1,8
7380024,MT GRETNA AUTH,Lebanon,Ground water,485,11,15.3,11.3,Local government,211,Urban,2,0,2
7380025,MYERSTOWN WATER AUTH,Lebanon,Groundwater under influence of surface water,9500,8,15.3,11.3,Local government,2545,Urban,17,0,17
7380026,COUNTRY ACRES MHP,Lebanon,Ground water,400,6,15.3,11.3,Private,136,Urban,11,0,11
7380027,TWIN MAPLES MHP,Lebanon,Ground water,280,7,15.3,11.3,Private,96,Urban,33,0,33
7380028,NEWMANSTOWN WATER AUTH,Lebanon,Ground water,2335,11,15.3,11.3,Local government,912,Urban,15,0,15
7380029,UPPER LAWN MHP,Lebanon,Ground water,345,8,15.3,11.3,Private,115,Urban,3,0,3
7380031,QUENTIN WATER CO,Lebanon,Ground water,700,6,15.3,11.3,Private,270,Urban,9,1,10
7380032,RICHLAND BORO WATER SUPPLY,Lebanon,Ground water,1700,10,15.3,11.3,Local government,557,Urban,2,0,2
7380033,HEIDELBERG TWP MUNI AUTH,Lebanon,Ground water,990,4,15.3,11.3,Local government,505,Urban,33,0,33
7380034,RIDGEVIEW MHP & APTS,Lebanon,Ground water,30,6,15.3,11.3,Private,2,Urban,27,0,27
7380035,FREDERICKSBURG WATER AUTH,Lebanon,Surface water purchased,1200,12,15.3,11.3,Local government,522,Urban,18,0,18
7380039,MT GRETNA HEIGHTS WATER SYS,Lebanon,Ground water,125,6,15.3,11.3,Private,70,Urban,5,0,5
7380040,WEST LEBANON TWP WATER SUPPLY,Lebanon,Ground water,780,8,15.3,11.3,Local government,308,Urban,4,0,4
7380044,FORT INDIANTOWN GAP,Lebanon,Surface water purchased,2500,4,15.3,11.3,State government,425,Urban,0,0,0
7380045,GRETNA SPRINGS,Lebanon,Ground water,405,5,15.3,11.3,Private,250,Urban,2,0,2
7380051,O YES APTS,Lebanon,Ground water,35,3,15.3,11.3,Private,5,Urban,13,2,15
7500003,PARADISE MHP,Perry,Ground water,548,9,4,9.4,Private,213,Rural,6,2,8
7500006,CREEKVIEW FARMS MHP,Perry,Ground water,450,9,4,9.4,Private,220,Rural,4,0,4
7500009,VILLAGE SQUARE CONDIMINIUMS,Perry,Ground water,48,3,4,9.4,Private,24,Rural,1,0,1
7500010,ORCHARD HILLS MHP,Perry,Ground water,303,8,4,9.4,Private,176,Rural,2,1,3
7500012,BLOOMFIELD BORO WATER AUTH,Perry,Ground water,1170,10,4,9.4,Local government,452,Rural,7,0,7
7500013,COUNTRY VIEW VILLAGE LP,Perry,Ground water,50,4,4,9.4,Private,18,Rural,2,0,2
7500014,LIVERPOOL MUNI AUTH,Perry,Ground water,934,12,4,9.4,Local government,325,Rural,49,0,49
7500015,SUNSHINE HILLS WATER CO,Perry,Ground water,248,4,4,9.4,Private,86,Rural,55,0,55
7500016,PETERSBURG COMMONS WATER SYSTE,Perry,Ground water purchased,100,3,4,9.4,Local government,40,Rural,1,0,1
7500017,SHERMANS VALLEY APTS PERLO III,Perry,Ground water,45,3,4,9.4,Public/Private,21,Rural,8,0,8
7500018,BLAIN WATER CO,Perry,Ground water,321,6,4,9.4,Local government,117,Rural,14,0,14
7500019,DUNCANNON MUNI WATER,Perry,Ground water,2000,14,4,9.4,Local government,1137,Rural,36,3,39
7500021,MILLERSTOWN BORO WATER,Perry,Ground water,700,10,4,9.4,Local government,299,Rural,10,2,12
7500022,NEWPORT BORO WATER AUTH,Perry,Surface water,3200,16,4,9.4,Private,952,Rural,228,0,228
7500024,SKYVIEW GARDENS APTS,Perry,Ground water,234,7,4,9.4,Private,78,Rural,6,1,7
7500025,HILLSIDE MANOR APTS,Perry,Ground water,88,6,4,9.4,Private,48,Rural,4,0,4
7500028,KINKORA PYTHIAN HOME,Perry,Ground water,150,6,4,9.4,Private,1,Rural,0,0,0
7500029,DEER CHASE MHP,Perry,Ground water,84,6,4,9.4,Private,44,Rural,103,0,103
7500030,SKYVIEW GARDENS HEIGHTS APTS,Perry,Ground water,186,9,4,9.4,Private,96,Rural,41,24,65
7500031,LOYSVILLE YOUTH DEV CTR,Perry,Ground water,249,7,4,9.4,State government,20,Rural,16,0,16
7500032,LUPFERS GROVE MHP & CPGRD,Perry,Ground water,55,3,4,9.4,Private,43,Rural,21,2,23
7500034,COUNTRYSIDE MHP,Perry,Ground water,60,3,4,9.4,Private,20,Rural,0,0,0
7500035,STONEBRIDGE HEALTH & REHAB CTR,Perry,Ground water,60,3,4,9.4,Private,1,Rural,3,7,10
7500036,PERLO RIDGE APTS,Perry,Ground water,42,4,4,9.4,Federal government,41,Rural,12,0,12
7500037,ARBOR MANOR APTS,Perry,Ground water,65,10,4,9.4,Private,34,Rural,128,5,133
7500039,CARSON LONG INST,Perry,Ground water,250,3,4,9.4,Private,10,Rural,8,0,8
7670003,J & A MHP,York,Ground water,140,4,15,10.7,Private,51,Urban,0,0,0
7670005,WALMAR MANOR MHP,York,Ground water,400,6,15,10.7,Private,187,Urban,5,1,6
7670006,LLEWELLYNS MHP,York,Ground water,250,5,15,10.7,Private,105,Urban,0,0,0
7670021,CONEWAGO VALLEY MHP,York,Ground water,225,4,15,10.7,Private,135,Urban,0,0,0
7670022,LOCUST MANOR MHP,York,Ground water,65,4,15,10.7,Private,25,Urban,33,0,33
7670024,MEADOWBROOK MHP,York,Ground water,330,6,15,10.7,Private,112,Urban,175,4,179
7670025,MOUNTAIN VIEW TERRACE,York,Ground water,300,14,15,10.7,Private,171,Urban,0,0,0
7670027,LAURELWOOD MHP,York,Ground water,35,3,15,10.7,Private,22,Urban,0,0,0
7670034,SHALAKO RUN MHP,York,Ground water,125,4,15,10.7,Private,80,Urban,27,0,27
7670038,CRALEY MHP,York,Ground water,35,5,15,10.7,Private,17,Urban,27,0,27
7670040,DEERFIELD VILLAGE MHP,York,Ground water,81,7,15,10.7,Private,51,Urban,4,0,4
7670041,RESTLESS OAKS VILLAGE MHP,York,Ground water,52,8,15,10.7,Private,26,Urban,0,0,0
7670050,GLEN ROCK WATER AUTH,York,Surface water purchased,2000,12,15,10.7,Local government,932,Urban,6,0,6
7670051,HEIDELBERG WATER COOP CORP,York,Ground water,90,3,15,10.7,Private,30,Urban,4,0,4
7670061,SUEZ NEWBERRY SYS,York,Ground water,6480,23,15,10.7,Private,2138,Urban,0,0,0
7670062,STEWARTSTOWN BORO WATER AUTH,York,Surface water purchased,4311,22,15,10.7,Local government,1633,Urban,7,1,8
7670065,WINDSOR BORO WATER AUTH,York,Surface water purchased,1332,5,15,10.7,Local government,551,Urban,0,0,0
7670066,WHERLEY PARK,York,Ground water,42,3,15,10.7,Private,17,Urban,0,0,0
7670067,COLLINSVILLE MHP,York,Ground water,28,3,15,10.7,Private,20,Urban,0,0,0
7670070,DELTA BORO WATER SYS,York,Ground water,1367,15,15,10.7,Local government,377,Urban,40,0,40
7670071,DILLSBURG AREA AUTHORITY,York,Ground water,8550,14,15,10.7,Local government,1851,Urban,5,0,5
7670072,DOVER BORO WATER SYS,York,Ground water,1900,19,15,10.7,Local government,683,Urban,41,0,41
7670073,DOVER TWP WATER SYS,York,Surface water purchased,21097,32,15,10.7,Local government,5966,Urban,3,0,3
7670076,HANOVER MUNI WATER WORKS,York,Surface water,40900,9,15,10.7,Local government,16850,Urban,15,1,16
7670082,NEW FREEDOM BORO WATER AUTH,York,Surface water purchased,4464,14,15,10.7,Local government,1810,Urban,10,0,10
7670085,DALLASTOWN YOE WATER AUTH,York,Surface water purchased,12300,4,15,10.7,Local government,4300,Urban,13,0,13
7670086,RED LION MUNICIPAL AUTHORITY,York,Surface water,15810,6,15,10.7,Local government,6371,Urban,19,0,19
7670088,SHREWSBURY BOROUGH,York,Ground water,4727,30,15,10.7,Local government,1790,Urban,12,0,12
7670096,ZEIGLER MHP,York,Ground water,46,3,15,10.7,Private,23,Urban,0,0,0
7670097,WRIGHTSVILLE BORO MUNI AUTH,York,Surface water,5533,5,15,10.7,Local government,1442,Urban,13,1,14
7670098,BROOKHAVEN MHP,York,Ground water,266,5,15,10.7,Private,172,Urban,2,0,2
7670100,YORK WATER CO,York,Surface water,194000,17,15,10.7,Private,66046,Urban,2,0,2
7670101,WEST MANCHESTER TWP AUTH,York,Ground water,9960,25,15,10.7,Local government,3846,Urban,2,0,2
7670102,NORTHWOOD MANOR MHP,York,Ground water,230,7,15,10.7,Private,102,Urban,2,0,2
7670110,WHISPERING PINES MHP,York,Ground water,97,4,15,10.7,Private,46,Urban,5,1,6
7670112,MOUNT AIRY MHP,York,Ground water,50,4,15,10.7,Private,18,Urban,49,1,50
7670113,FRANKLINTOWN BORO MUNI AUTH,York,Ground water,705,4,15,10.7,Local government,260,Urban,36,0,36
7670114,OAKWOOD HEIGHTS MHP,York,Ground water,54,5,15,10.7,Private,49,Urban,13,1,14
7670119,NEWBERRY EST,York,Ground water,200,4,15,10.7,Private,107,Urban,21,0,21
7670121,AUDUBON PARK,York,Ground water,214,3,15,10.7,Private,81,Urban,9,0,9
7670122,NEW LIFE FOR GIRLS,York,Ground water,80,4,15,10.7,Public/Private,13,Urban,8,0,8
7670125,AMBER HILL MHP,York,Ground water,70,4,15,10.7,Private,33,Urban,19,0,19
7670128,STONEY RUN APT,York,Ground water,40,4,15,10.7,Private,23,Urban,12,0,12
7670129,COUNTRY VIEW MANOR,York,Ground water,125,4,15,10.7,Private,50,Urban,23,0,23
