PWS_ID,PWS_Name,County_Name,Ownership,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
7210027,SUEZ WATER PA GRANTHAM,Cumberland,Private Investor Owned,Ground water,4860,4,43.55329949,12.46192893,3.274111675,3.426395939,Private,614,Urban,0,0,0
7210028,SUEZ WATER PA MECHANICSBURG,Cumberland,Private Investor Owned,Surface water,32336,6,3.057471264,8.513409962,3.076628352,1.712643678,Private,10255,Urban,0,0,0
7210029,PA AMER WATER CO MECHANICSBURG DIST,Cumberland,Private Investor Owned,Surface water,93368,16,4.148585151,13.44792051,2.332397349,3.722192283,Public/Private,35006,Urban,1,0,1
7210034,WILLIAMS GROVE MHP CUMBERLAND CNTY,Cumberland,Mobile Home Park,Ground water,179,3,0.980392157,2.941176471,0,1.960784314,Private,94,Urban,0,0,0
7210037,MT HOLLY SPRINGS BORO AUTH,Cumberland,Auth Leases Back To Mun,Ground water,3261,4,1.906058543,5.071477195,2.2804629,2.450646698,Local government,1161,Urban,0,1,1
7210039,BIG SPRING TERRACE MHP,Cumberland,Mobile Home Park,Ground water,439,4,2.312138728,9.248554913,1.734104046,2.312138728,Private,155,Rural,4,0,4
7210041,NEWVILLE BORO W AND S AUTH,Cumberland,Authority,Groundwater under influence of surface water,2070,3,4.645113341,7.617985879,1.746562616,1.82088443,Local government,897,Rural,1,0,1
7210043,SHIPPENSBURG BORO AUTH,Cumberland,Auth Leases Back To Mun,Surface water,17800,17,6.959341482,10.6593498,3.816413071,3.808098445,Local government,6188,Rural,15,6,21
7210046,CAMP HILL STATE CORR INST,Cumberland,Institutional Correctional,Surface water,3910,7,0.028433324,63.34944555,41.39891953,17.08842764,State government,50,Urban,12,0,12
7210048,AQUA PA WHITE ROCK,Cumberland,Private Investor Owned,Ground water,890,5,2.272727273,2.272727273,0,2.272727273,Private,318,Rural,1,0,1
7210049,NORTH MIDDLETON AUTH,Cumberland,Authority,Surface water,9483,11,5.485004053,7.579032694,1.985949743,2.837071062,Local government,2921,Urban,4,4,8
7210050,SOUTH MIDDLETON TWP MUNI AUTH,Cumberland,Authority,Ground water,10068,22,2.280068402,8.958768763,1.045031351,3.230096903,Local government,3777,Rural,63,0,63
7210053,SOUTHERN CUMBERLAND WATER ASSN,Cumberland,Association - Co-Op,Ground water,400,5,3.296703297,6.043956044,2.472527473,1.373626374,Private,165,Rural,14,0,14
7210054,SUEZ WATER PA CENTER SQUARE,Cumberland,Private Investor Owned,Ground water,1556,6,1.872909699,4.080267559,1.337792642,1.003344482,Private,633,Urban,0,0,0
7210055,DICKINSON TWP MUNI AUTH,Cumberland,Municipal - (Purchases),Ground water purchased,250,4,2.34375,4.6875,0,0.78125,Local government,14,Rural,1,0,1
7210056,BLUE MOUNTAIN HEIGHTS MHP,Cumberland,Mobile Home Park,Ground water,162,9,2,3,0,1,Private,72,Rural,1,0,1
7210057,REGENCY WOODS MHP,Cumberland,Mobile Home Park,Ground water,450,8,2.702702703,5.405405405,2.702702703,2.702702703,Private,155,Rural,5,2,7
7210059,MOUNTAIN VIEW TERRACE MHP,Cumberland,Mobile Home Park,Ground water,179,4,2.564102564,2.564102564,0,0.854700855,Private,68,Rural,1,0,1
7210060,VIEW MOUNTAIN MHP,Cumberland,Mobile Home Park,Ground water,80,5,2.173913043,8.695652174,2.173913043,2.173913043,Private,45,Urban,8,0,8
7210061,CONODOGUINET MOBILE ESTATES,Cumberland,Mobile Home Park,Ground water,265,5,2.339181287,2.339181287,0,0.584795322,Private,106,Rural,1,0,1
7210063,MIDDLESEX TWP MUNI AUTH,Cumberland,Authority,Ground water,3527,6,2.456924059,5.966815571,2.074026803,2.32929164,Local government,1008,Rural,32,0,32
7210065,COUNTRY VIEW ESTATES MHP,Cumberland,Mobile Home Park,Ground water,270,4,1.935483871,2.580645161,0,0.64516129,Private,115,Rural,0,0,0
7210066,SOUTHAMPTON MANOR MHP,Cumberland,Mobile Home Park,Ground water,160,3,2.985074627,5.970149254,2.985074627,1.492537313,Private,60,Urban,0,0,0
7210068,HODGES MHP,Cumberland,Mobile Home Park,Ground water,110,10,3.333333333,13.33333333,0,6.666666667,Private,58,Rural,38,2,40
7220001,OAK KNOLL EST MHP,Dauphin,Mobile Home Park,Ground water,350,7,2.857142857,5.714285714,2.857142857,2.857142857,Private,126,Rural,12,3,15
7220002,CEDAR MANOR MHP,Dauphin,Mobile Home Park,Ground water,510,13,2.538071066,2.538071066,0.507614213,1.52284264,Private,315,Urban,12,10,22
7220003,ELIZABETHVILLE AREA AUTH,Dauphin,Auth Leases Back To Mun,Ground water,2700,8,3.100775194,4.540420819,1.439645626,0.88593577,Private,887,Rural,27,0,27
7220004,DEANN VLG MHP,Dauphin,Mobile Home Park,Ground water,135,6,5,5,0,0,Private,48,Rural,7,0,7
7220005,GRATZ BORO WATER AUTH,Dauphin,Municipal,Ground water,738,5,3.052503053,2.31990232,0.366300366,1.343101343,Local government,267,Rural,20,0,20
7220007,ALEX ACRES MHP,Dauphin,Mobile Home Park,Ground water,108,6,2.5,2.5,0,0,Private,58,Rural,1,2,3
7220009,HALIFAX VILLAGE,Dauphin,Mobile Home Park,Ground water,272,7,1.785714286,1.785714286,0,0.892857143,Private,100,Rural,66,0,66
7220015,SUEZ WATER HARRISBURG SYS,Dauphin,Private Investor Owned,Surface water,105649,22,4.480658365,27.9870151,14.23453158,6.416450433,Private,32950,Urban,0,0,0
7220016,SHADY BACK MHP,Dauphin,Mobile Home Park,Ground water,40,4,0,0,0,0,Private,20,Urban,3,0,3
7220017,PA AMER WATER CO HERSHEY DIST,Dauphin,Private Investor Owned,Surface water,46000,8,3.108182696,12.9674348,3.063336553,4.381123223,Private,18083,Urban,0,0,0
7220022,LYKENS BORO AUTH,Dauphin,Authority,Surface water,3225,6,4.7906776,6.214933103,0,4.143288735,Local government,1292,Urban,53,1,54
7220024,CRESTVIEW VILLAGE MHP,Dauphin,Mobile Home Park,Ground water,223,3,3.125,3.125,0,3.125,Private,83,Urban,48,0,48
7220025,HI LAND MHP,Dauphin,Mobile Home Park,Ground water,66,4,0,0,0,0,Private,30,Rural,7,0,7
7220029,PINE MANOR MHP,Dauphin,Mobile Home Park,Ground water,302,4,3.225806452,3.225806452,0,1.612903226,Private,120,Urban,1,0,1
7220034,MILLERSBURG AREA AUTH,Dauphin,Authority,Surface water,4248,26,4.426299957,3.008165019,0.472711646,1.654490761,Local government,1994,Urban,0,0,0
7220036,STEELTON BORO AUTH,Dauphin,Authority,Surface water,6300,3,8.252880723,60.52631579,38.02553722,15.44690128,Local government,2402,Urban,12,14,26
7220037,WILLIAMSTOWN BOROUGH AUTH,Dauphin,Authority,Surface water,2390,4,3.893442623,3.346994536,1.024590164,0.819672131,Local government,887,Urban,9,0,9
7220038,SUEZ MIDDLETOWN,Dauphin,Auth Leases Back To Mun,Ground water,9254,20,5.569533394,17.87511436,7.410795974,6.107044831,Local government,2723,Urban,41,0,41
7220040,HALIFAX AREA WATER & SEWER AUTH,Dauphin,Authority,Ground water,2278,16,2.017291066,2.065321806,0.240153698,0.528338136,Local government,700,Rural,2,2,4
7220045,ROYALTON BORO AUTH,Dauphin,Auth Leases Bk To Mun(Pu),Ground water purchased,1083,4,2.53411306,2.729044834,0.389863548,1.754385965,Local government,580,Urban,3,1,4
7220046,PILLOW BORO AUTH,Dauphin,Auth Leases Back To Mun,Ground water,312,6,3.111111111,2.222222222,0.444444444,1.333333333,Local government,131,Rural,8,0,8
7220047,LOYALTON WATER ASSN,Dauphin,Association - Co-Op,Ground water,100,5,2.941176471,4.705882353,1.176470588,1.176470588,Private,48,Urban,0,2,2
7220048,SHORT MOUNTAIN VILLAGE MHP,Dauphin,Mobile Home Park,Ground water,53,3,2.325581395,4.651162791,2.325581395,0,Private,17,Urban,39,0,39
7220049,CAPITAL REGION WATER,Dauphin,Authority,Surface water,66540,4,9.98889375,69.9777875,44.68582775,17.29377713,Local government,20778,Urban,1,1,2
7220055,LONDONDERRY TWP SUPERVISOR,Dauphin,Municipal - (Purchases),Ground water purchased,36,3,2.06185567,3.092783505,0,2.06185567,Local government,14,Rural,5,0,5
7220057,CHESAPEAKE EST OF GRANTVILLE MHP,Dauphin,Mobile Home Park,Ground water,1040,4,4.166666667,4.583333333,1.25,2.083333333,Private,350,Urban,93,0,93
7220070,MOUNTAINDALE APTS,Dauphin,Apartments,Ground water,50,4,0,22.22222222,16.66666667,0,Private,21,Urban,13,0,13
7280005,CHAMBERSBURG BORO,Franklin,Municipal,Surface water,40000,4,7.559019024,30.05271602,8.686683475,16.22736649,Local government,7439,Urban,7,3,10
7280010,GREEN GROVE TRAILER COURT,Franklin,Mobile Home Park,Ground water,75,3,3.846153846,3.846153846,0,0,Private,30,Rural,10,0,10
7280014,GREENCASTLE AREA WATER AUTH,Franklin,Authority,Surface water,5500,8,2.700617284,9.382716049,4.768518519,2.098765432,Local government,2157,Rural,2,2,4
7280015,STATE LINE MHP,Franklin,Mobile Home Park,Ground water,65,3,5,10,2.5,5,Private,38,Urban,19,0,19
7280017,SHANGRI-LA MOBILE HOME PARK,Franklin,Mobile Home Park,Ground water,96,4,3.448275862,6.896551724,0,0,Private,46,Urban,3,0,3
7280021,MERCERSBURG BORO AUTH,Franklin,Authority,Surface water,2350,8,3.644107903,3.69143398,1.98769522,1.325130147,Local government,993,Rural,0,0,0
7280025,QUINCY VILLAGE SYSTEM,Franklin,Institutional Health,Ground water,450,5,2.315789474,6.315789474,4.631578947,0.842105263,Public/Private,1,Urban,22,0,22
7280026,WASHINGTON TWP MUNI AUTH FRANKLIN CNTY,Franklin,Authority,Ground water,5705,23,3.48553503,7.337051237,3.067270826,1.951899617,Local government,2423,Urban,82,0,82
7280027,WADEL MHP,Franklin,Mobile Home Park,Ground water,97,3,5.128205128,5.128205128,2.564102564,2.564102564,Private,38,Rural,30,0,30
7280032,WAYNESBORO BORO MUNI AUTH,Franklin,Auth Leases Back To Mun,Surface water,13200,7,6.173475963,9.827297332,3.344503158,4.156463462,Local government,8004,Urban,12,2,14
7280033,DRY RUN WATER SYS,Franklin,Association - Co-Op,Ground water,278,8,4.347826087,1.086956522,0,0.543478261,Local government,74,Rural,27,2,29
7280036,SCOTT WATER CO,Franklin,Authority,Ground water,90,4,7.142857143,14.28571429,7.142857143,7.142857143,Private,25,Rural,100,0,100
7280038,GUILFORD WATER AUTH MAIN SYS,Franklin,Authority,Ground water,26000,34,4.337447306,11.49372746,4.479658693,3.885418254,Local government,11548,Rural,17,3,20
7280040,MONT ALTO MUNI AUTH,Franklin,Municipal,Ground water,1867,10,2.306648575,6.377204885,4.545454545,0.814111262,Local government,747,Urban,37,0,37
7280043,BEAR VALLEY PA JT AUTH,Franklin,Authority,Surface water,12000,5,3.647123589,5.670244977,1.238645747,3.426919901,Local government,4000,Rural,0,1,1
7280045,FRANKLIN CNTY GEN AUTH,Franklin,Authority,Surface water,4400,3,4.079933389,11.32389675,4.517069109,4.683597003,Local government,160,Rural,2,0,2
7280046,EDENVILLE WATER ASSN INC,Franklin,Association - Co-Op,Ground water,491,7,6.41509434,5.283018868,1.886792453,1.132075472,Private,164,Rural,31,0,31
7280047,VALLEY VIEW MANOR MHP,Franklin,Mobile Home Park,Ground water,130,3,0,0,0,0,Private,42,Rural,97,0,97
7280053,MT ROCK MANOR MHP,Franklin,Mobile Home Park,Ground water,350,6,5.660377358,5.660377358,1.886792453,1.886792453,Private,139,Rural,8,0,8
7280055,INDIAN LAKE CAMP CORP,Franklin,Association - Co-Op,Ground water,125,3,4.87804878,0,0,0,Private,83,Rural,17,1,18
7280058,LENWOOD MHP,Franklin,Mobile Home Park,Ground water,230,4,5.072463768,5.797101449,2.173913043,2.173913043,Private,93,Rural,27,0,27
7280060,PLEASANT HALL MANOR MHP,Franklin,Mobile Home Park,Ground water,50,4,0,0,0,0,Private,19,Rural,44,9,53
7280061,SILVER SPRING WATER ASSN,Franklin,Association - Co-Op,Ground water,130,3,2.564102564,10.25641026,2.564102564,7.692307692,Private,46,Rural,5,0,5
7280062,MICHAUX MANOR LIVING CENTER,Franklin,Institutional Health,Ground water,73,3,0,0,0,0,Private,1,Rural,3,0,3
7280063,ANTRIM TWP MUNI AUTH WATER SYS,Franklin,Authority,Groundwater under influence of surface water,975,4,3.800475059,8.076009501,1.425178147,4.750593824,Local government,351,Urban,12,1,13
7280064,KENSINGTON HEIGHTS WATER CO,Franklin,Private Investor Owned,Ground water,204,3,2.816901408,5.633802817,0,2.816901408,Private,65,Rural,57,0,57
7280066,HERITAGE HILLS RETIREMENT HOME,Franklin,Institutional Health,Ground water,45,3,0,0,0,0,Public/Private,1,Urban,5,0,5
7280071,SUNNY SPOT APTS,Franklin,Apartments,Ground water,27,3,0,0,0,0,Private,17,Urban,7,0,7
7360001,ADAMSTOWN BORO WATER SYS,Lancaster,Municipal,Ground water,1800,8,1.453224342,7.720254314,2.361489555,2.633969119,Local government,730,Urban,0,0,0
7360002,KINGS RIVER HAVEN MHP,Lancaster,Mobile Home Park,Ground water,95,3,2.702702703,0,0,0,Private,37,Rural,14,0,14
7360003,BAINBRIDGE WATER AUTH,Lancaster,Authority,Ground water,1200,4,3.299856528,0.430416069,0,0,Local government,425,Urban,2,0,2
7360004,LOG CABIN COURT MHP,Lancaster,Mobile Home Park,Ground water,175,3,3.571428571,7.142857143,0,1.785714286,Private,80,Urban,2,1,3
7360005,BLUE BALL WATER AUTH,Lancaster,Authority,Ground water,1946,5,5.340314136,12.56544503,0.209424084,6.701570681,Local government,500,Urban,3,1,4
7360006,BROOKSIDE MHP,Lancaster,Mobile Home Park,Ground water,176,4,3.773584906,3.773584906,0,1.886792453,Private,57,Urban,6,0,6
7360007,CHRISTIANA BORO AUTH,Lancaster,Authority,Groundwater under influence of surface water,1100,9,3.289473684,6.469298246,1.206140351,4.057017544,Local government,425,Urban,28,0,28
7360010,ROLLING HILLS MHP,Lancaster,Mobile Home Park,Ground water,280,4,2.040816327,4.081632653,0,4.081632653,Private,92,Urban,6,4,10
7360014,CONESTOGA MHP,Lancaster,Mobile Home Park,Ground water,65,4,2,6,0,4,Private,28,Urban,1,0,1
7360015,CONESTOGA HILLS MHP,Lancaster,Mobile Home Park,Ground water,150,8,2.222222222,6.666666667,0,3.333333333,Private,73,Rural,12,5,17
7360016,HAWK VALLEY VILLAGE,Lancaster,Association - Co-Op,Ground water,250,4,4.651162791,4.651162791,0,2.325581395,Private,110,Rural,22,0,22
7360017,DENVER BORO,Lancaster,Municipal,Surface water,3861,13,4.489904357,9.458023379,0.611052072,6.615302869,Local government,1117,Urban,3,0,3
7360019,DRUMORE MHP,Lancaster,Mobile Home Park,Ground water,40,4,0,0,0,0,Private,18,Rural,7,3,10
7360020,ACORN WATER CO LLC,Lancaster,Private Investor Owned,Ground water,50,4,0,7.692307692,0,0,Public/Private,21,Urban,0,0,0
7360021,SCENIC VIEW MHP,Lancaster,Mobile Home Park,Ground water,45,7,0,12.5,0,12.5,Private,18,Urban,6,0,6
7360023,LAKEVIEW MHP,Lancaster,Mobile Home Park,Ground water,275,10,4.166666667,7.291666667,1.041666667,4.166666667,Private,111,Urban,75,0,75
7360024,MAGIC CHEF MHP,Lancaster,Mobile Home Park,Ground water,32,4,0,9.090909091,0,0,Private,19,Rural,8,0,8
7360025,MASONIC HOMES,Lancaster,Institutional Health,Ground water,3200,6,1.612903226,3.302611367,0.921658986,1.075268817,Public/Private,70,Urban,2,0,2
7360031,VICTORIA MANOR ESTATES,Lancaster,Mobile Home Park,Ground water,120,4,4.918032787,6.557377049,1.639344262,3.278688525,Private,56,Urban,2,0,2
7360032,CALAMUS ESTATES MHP,Lancaster,Mobile Home Park,Ground water,140,4,2.127659574,4.255319149,0,2.127659574,Private,81,Urban,14,0,14
7360038,DUTCH MHP,Lancaster,Mobile Home Park,Ground water,45,3,0,14.28571429,0,0,Private,20,Urban,1,0,1
7360039,FAIRMOUNT HOME,Lancaster,Institutional Health,Ground water,483,6,2.654867257,11.50442478,0,5.309734513,Public/Private,40,Rural,0,0,0
7360045,EPHRATA AREA JOINT AUTH,Lancaster,Auth Leases Back To Mun,Surface water,17937,12,4.360016823,7.383522595,1.509416328,2.80386934,Local government,8200,Urban,19,1,20
7360047,WELSH MOUNTAIN HOME,Lancaster,Institutional Health,Ground water,53,3,0,0,0,0,Private,1,Rural,2,2,4
7360048,GLENWOOD MHP,Lancaster,Mobile Home Park,Ground water,40,3,0,0,0,0,Private,18,Rural,0,0,0
7360050,MISA CORP STONEYHILL MHP,Lancaster,Mobile Home Park,Ground water,160,6,8.333333333,8.333333333,0,0,Private,76,Urban,0,0,0
7360051,TIMBER VILLA,Lancaster,Institutional Health,Ground water,140,4,1.333333333,2.666666667,1.333333333,1.333333333,Private,70,Urban,9,3,12
7360052,CRESTWOOD COMMUNITY,Lancaster,Mobile Home Park,Ground water,470,4,4.62962963,6.481481481,0.925925926,3.703703704,Private,137,Urban,5,0,5
7360053,WATSON RUN,Lancaster,Private Investor Owned,Ground water,150,4,3.278688525,4.918032787,0,1.639344262,Private,79,Urban,2,0,2
7360054,COUNTRY SIDE ESTATES MHP,Lancaster,Mobile Home Park,Ground water,30,3,0,0,0,0,Private,23,Rural,3,0,3
7360055,TRIPLE J MHP,Lancaster,Mobile Home Park,Ground water,200,7,4.210526316,5.263157895,0,2.105263158,Private,90,Urban,6,1,7
7360057,HOLTWOOD MHP,Lancaster,Mobile Home Park,Ground water,196,7,2.816901408,3.521126761,0,2.816901408,Private,56,Rural,2,0,2
7360058,LANCASTER CITY WATER SYSTEM,Lancaster,Municipal,Surface water,120000,6,5.641471556,33.54886902,7.84565466,20.40897313,Local government,45052,Urban,1,1,2
7360061,SUNNY CREST HOME INC,Lancaster,Institutional Health,Ground water,71,3,4.04040404,2.02020202,0,1.01010101,Private,1,Rural,8,0,8
7360063,EAST HEMPFIELD TWP MUNI AUTH,Lancaster,Authority,Ground water,20220,26,2.400917365,12.11209059,1.95656848,5.590195657,Local government,6550,Urban,0,0,0
7360064,HERRS MHP,Lancaster,Mobile Home Park,Ground water,48,3,5.555555556,11.11111111,0,5.555555556,Private,29,Urban,0,0,0
7360068,RED MAPLE MHP,Lancaster,Mobile Home Park,Ground water,51,3,0,0,0,0,Private,27,Rural,2,0,2
7360069,PENN VALLEY MOBILE VILLAGE,Lancaster,Mobile Home Park,Groundwater under influence of surface water,225,4,1.851851852,11.11111111,1.851851852,7.407407407,Private,85,Urban,4,0,4
7360072,PLATEAU VILLAGE MHP,Lancaster,Mobile Home Park,Ground water,125,6,2.380952381,8.333333333,0,7.142857143,Private,78,Urban,1,0,1
7360074,IRVIN MANHEIM MHP,Lancaster,Mobile Home Park,Ground water,77,3,0,9.523809524,0,9.523809524,Private,37,Urban,1,0,1
7360075,HILLTOP ACRES MHP,Lancaster,Mobile Home Park,Ground water,98,5,3.448275862,3.448275862,0,3.448275862,Private,43,Urban,56,0,56
7360077,MT HOPE NAZARENE RETIREMENT COMM,Lancaster,Institutional Health,Ground water,141,3,0,14.28571429,0,14.28571429,Private,4,Rural,1,0,1
7360078,MANHEIM AREA WATER AND SEWER AUTH,Lancaster,Auth Leases Back To Mun,Groundwater under influence of surface water,6000,4,6.284658041,9.038817006,1.219963031,5.785582255,Local government,2450,Urban,4,3,7
7360079,RIDGEWOOD MANOR MHP,Lancaster,Mobile Home Park,Ground water,260,5,2.097902098,7.692307692,0,6.993006993,Private,132,Urban,58,0,58
7360080,VILLAGE OF RIVERMOOR,Lancaster,Apartments,Ground water,260,4,1.5625,4.6875,1.5625,1.5625,Private,130,Urban,24,1,25
7360083,EAST DONEGAL TWP MUNI AUTH,Lancaster,Authority,Ground water,3795,6,1.406926407,5.357142857,1.082251082,1.893939394,Local government,1375,Urban,30,0,30
7360090,LANCASTER ESTS CONDO,Lancaster,Association - Co-Op,Ground water,304,5,1.886792453,5.660377358,0,3.773584906,Private,152,Urban,2,0,2
7360091,MT JOY BORO AUTH,Lancaster,Authority,Groundwater under influence of surface water,14150,6,3.75,14.27083333,2.994791667,7.491319444,Local government,5686,Urban,27,0,27
7360092,PINEHURST MANOR,Lancaster,Mobile Home Park,Ground water,47,4,0,7.142857143,0,7.142857143,Private,25,Urban,3,2,5
7360094,ZERBE SISTERS NURSING HOME,Lancaster,Institutional Health,Ground water,210,4,3.47826087,1.739130435,0,0.869565217,Public/Private,59,Rural,2,0,2
7360098,GROFFDALE MHP,Lancaster,Mobile Home Park,Ground water,98,3,3.571428571,10.71428571,0,10.71428571,Private,56,Urban,0,0,0
7360099,NEW HOLLAND BORO AUTH,Lancaster,Auth Leases Back To Mun,Ground water,5500,14,2.675518004,14.68517401,3.50030175,6.638503319,Local government,1692,Urban,0,0,0
7360100,WOODLAND ESTATES,Lancaster,Mobile Home Park,Ground water,72,3,0,0,0,0,Private,17,Rural,6,1,7
7360101,BEAVER VALLEY MHP,Lancaster,Mobile Home Park,Groundwater under influence of surface water,50,4,6.349206349,3.174603175,0,1.587301587,Private,21,Urban,2,0,2
7360103,SOUTHLAND HILLS MANOR,Lancaster,Mobile Home Park,Ground water,96,4,6.451612903,3.225806452,0,0,Private,41,Rural,4,0,4
7360104,LITTLE BRITAIN MHP,Lancaster,Mobile Home Park,Ground water,80,3,0,0,0,0,Private,34,Rural,8,3,11
7360109,TAMRACK TRAILER PARK SOUTH PAR,Lancaster,Mobile Home Park,Ground water,300,8,5.555555556,2.777777778,0,1.388888889,Private,98,Urban,5,0,5
7360110,EDEN GLEN VILLAGE,Lancaster,Mobile Home Park,Ground water,76,5,3.125,9.375,0,6.25,Private,37,Urban,6,4,10
7360112,QUARRYVILLE BORO,Lancaster,Municipal,Surface water purchased,3150,7,3.891891892,7.459459459,0.778378378,4.67027027,Local government,1008,Urban,8,1,9
7360113,EAST COCALICO TWP WATER AUTH,Lancaster,Authority,Ground water,6735,38,3.048780488,7.658536585,1.365853659,4.329268293,Local government,2245,Urban,37,0,37
7360114,LOCUST WOOD MHP,Lancaster,Mobile Home Park,Ground water,81,6,0,7.692307692,3.846153846,3.846153846,Private,43,Urban,15,0,15
7360116,WARWICK TWP LITITZ SYS,Lancaster,Authority - (Purchases),Purchased ground water under influence of surface water source,8561,15,3.342140026,7.595772787,1.149273448,4.491413474,Local government,10,Urban,2,0,2
